sku,attribute_set,store,,name,base_item,sku_family,type,visibility,visibility_def,simples_skus,packaging_type_rank,packaging_type,package_count,package_piececount,version_number,overall_status_rank,overall_status,specific_status_rank,specific_status,lead_style,product_type,description,frequency_hertz,price,price_piece,min_order_qty,version_description,starting_method,lamp_connection,ballast_factor,lamp_combinations,number_of_lamps,lamp_type,rohs_compliant,energy_star,input_power,input_type,max_voltage_combinations,power_factor,power_factor_value,line_voltage,line_current,min_start_temp,sound_rating,dimming_status,standards,approvals,ul_temp_code,product_patent,length_inches,width_inches,height_inches,mounting,remote_mounting,weight,sku_length,sku_height,sku_width,sku_weight,lamps,successor_item,successor_base_item,successor_item_sku_family,substitute_item,substitute_base_item,substitute_item_product_type,substitute_item_overall_status,substitute_item_specific_status,substitute_item_sku_family,substitute_item_item_lead_style,competitor_cross,external_product_id,case_style,eol
REH239120/C,Grouper,default,,REH239120 /C,REH239120,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
REH239TT120/A,Grouper,default,,REH239TT120 /A,REH239TT120,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT36W/2G11,,,,,,,,,,,,,,
REH239TT120/C,Grouper,default,,REH239TT120 /C,REH239TT120,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT36W/2G11,,,,,,,,,,,,,,
REH239TT120/D,Grouper,default,,REH239TT120 /D,REH239TT120,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT36W/2G11,,,,,,,,,,,,,,
REH239TT120L/A,Grouper,default,,REH239TT120L /A,REH239TT120L,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT36W/2G11,,,,,,,,,,,,,,
REH240120/A,Grouper,default,,REH240120 /A,REH240120,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
REH240277/A,Grouper,default,,REH240277 /A,REH240277,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
REH240TT120/A,Grouper,default,,REH240TT120 /A,REH240TT120,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT40W/2G11/RS,,,,,,,,,,,,,,
REH240TT277/A,Grouper,default,,REH240TT277 /A,REH240TT277,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT40W/2G11/RS,,,,,,,,,,,,,,
REI232T8120/RWD,Grouper,default,,REI232T8120 /RWD,REI232T8120,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,60,0.00, $ -   ,,,Instant ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F32T8,,,,,,,,,,,,,,
REI232T8120HP/B,Grouper,default,,REI232T8120HP /B,REI232T8120HP,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,60,0.00, $ -   ,,,Instant ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F32T8,,,,,,,,,,,,,,
REI232T8120L/B,Grouper,default,,REI232T8120L /B,REI232T8120L,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,60,0.00, $ -   ,,,Instant ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F32T8,,,,,,,,,,,,,,
REI232T8277/A,Grouper,default,,REI232T8277 /A,REI232T8277,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,60,0.00, $ -   ,,,Instant ,,,2,  2 , T8 ,  -   ,  -   ,  -   ,  -   ,277,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F32T8,,,,,,,,,,,,,,
2P20082,Grouper,default,,REI232T8277 /B,REI232T8277,P20082                       ,simple,3, Searchable ,,  4 ,2,10W,10,2,2,Discontinued,2,Limited,Leaded,Electronic,"Fluorescent eBallast Instant Start, 277Vac, 50-60Hz, Normal Ballast Factor, HPF",50-60,129.95, $ 13.00 ,,Leads both ends,Instant ,,,2,  2 , T8 , No , No ,  -   ,,277,Normal,,  277 ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"F17T8, F25T8, F32T8, F40T8",,,,,,,,,,,,734832004751,S12,
3P20082,Grouper,default,,REI232T8277 /B,REI232T8277,P20082                       ,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Electronic,"Fluorescent eBallast Instant Start, 277Vac, 50-60Hz, Normal Ballast Factor, HPF",50-60,15.95, $ 15.95 ,,Leads both ends,Instant ,,,2,  2 , T8 , No , No ,  -   ,  -   ,277,Normal,,  277 ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"F17T8, F25T8, F32T8, F40T8",,,,,,,,,,,,734832004799,S12,
REI232T8277L/B,Grouper,default,,REI232T8277L /B,REI232T8277L,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,60,0.00, $ -   ,,,Instant ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F32T8,,,,,,,,,,,,,,
REI236G6120/A,Grouper,default,,REI236G6120 /A,REI236G6120,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,60,0.00, $ -   ,,,Instant ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
3M20016,Grouper,default,,REI236G6MV /A,REI236G6MV,M20016                       ,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Electronic,"Electronic Ballast, Instant Start, 1 or 2 Lamp Germicidal (G36T6), HPF,120-277Vac., 50-60Hz.,-18C Min Start Temp, 75C Max Case Temp",50-60,53.95, $ 53.95 ,,Leads both ends,Instant ,DK, DK ,2,  2 , Germicidal , No , No ,  -   ,  -   ,120-277,High,  0.90 ,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,DK,DK,DK,  -   ,  -   ,DK,,,,,"G10T5, G36T5/G36T6, G48T6, GPH287T5, GPH846T5 , TUV36T5-SP",,,,,,,,,,,,734832013050,,
REI259T8120/A,Grouper,default,,REI259T8120 /A,REI259T8120,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,60,0.00, $ -   ,,,Instant ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F96T8,,,,,,,,,,,,,,
REI259T8277/A,Grouper,default,,REI259T8277 /A,REI259T8277,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,60,0.00, $ -   ,,,Instant ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F96T8,,,,,,,,,,,,,,
REJ2L10120/A,Grouper,default,,REJ2L10120 /A,REJ2L10120,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
REJ2L10120/B,Grouper,default,,REJ2L10120 /B,REJ2L10120,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
REJ2L10120/C,Grouper,default,,REJ2L10120 /C,REJ2L10120,NA,simple,3, Searchable ,,,,,,3,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center),,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
REJ2L10120/D,Grouper,default,,REJ2L10120 /D,REJ2L10120,NA,simple,3, Searchable ,,,,,,1,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads one end,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
REJ2L10120/E,Grouper,default,,REJ2L10120 /E,REJ2L10120,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
REJ2L10120R/A,Grouper,default,,REJ2L10120R /A,REJ2L10120R,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
REJ2L10120R/B,Grouper,default,,REJ2L10120R /B,REJ2L10120R,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
REJ2L10120R/C,Grouper,default,,REJ2L10120R /C,REJ2L10120R,NA,simple,3, Searchable ,,,,,,1,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads one end,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
REJ2L10120R/D,Grouper,default,,REJ2L10120R /D,REJ2L10120R,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
REJ2L10120R/E,Grouper,default,,REJ2L10120R /E,REJ2L10120R,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
REJ2L10120RR/A,Grouper,default,,REJ2L10120RR /A,REJ2L10120RR,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
REJ2L10120RR/B,Grouper,default,,REJ2L10120RR /B,REJ2L10120RR,NA,simple,3, Searchable ,,,,,,1,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads one end,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
REJ2L10120RR/C,Grouper,default,,REJ2L10120RR /C,REJ2L10120RR,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
REJ2L10120RR/D,Grouper,default,,REJ2L10120RR /D,REJ2L10120RR,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
REJ2L10120RR/E,Grouper,default,,REJ2L10120RR /E,REJ2L10120RR,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
REJ2L10277/A,Grouper,default,,REJ2L10277 /A,REJ2L10277,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
REJ2L10277/B,Grouper,default,,REJ2L10277 /B,REJ2L10277,NA,simple,3, Searchable ,,,,,,1,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads one end,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
REJ2L10277/C,Grouper,default,,REJ2L10277 /C,REJ2L10277,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
REJ2L10277/D,Grouper,default,,REJ2L10277 /D,REJ2L10277,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
REJ2L10277/E,Grouper,default,,REJ2L10277 /E,REJ2L10277,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/G24d, CFTR26W/GX24d",,,,,,,,,,,,,,
REJ2L10277R/A,Grouper,default,,REJ2L10277R /A,REJ2L10277R,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
REJ2L10277R/B,Grouper,default,,REJ2L10277R /B,REJ2L10277R,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
REJ2L10277R/C,Grouper,default,,REJ2L10277R /C,REJ2L10277R,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
REJ2L10277R/D,Grouper,default,,REJ2L10277R /D,REJ2L10277R,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
REJ2L10277R/E,Grouper,default,,REJ2L10277R /E,REJ2L10277R,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
REJ2L10277RR/A,Grouper,default,,REJ2L10277RR /A,REJ2L10277RR,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
REJ2L10277RR/B,Grouper,default,,REJ2L10277RR /B,REJ2L10277RR,NA,simple,3, Searchable ,,,,,,1,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads one end,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
REJ2L10277RR/C,Grouper,default,,REJ2L10277RR /C,REJ2L10277RR,NA,simple,3, Searchable ,,,,,,1,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads one end,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
REJ2L10277RR/D,Grouper,default,,REJ2L10277RR /D,REJ2L10277RR,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
REJ2L20347RR/A,Grouper,default,,REJ2L20347RR /A,REJ2L20347RR,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,347,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
REJ2L20347RR/B,Grouper,default,,REJ2L20347RR /B,REJ2L20347RR,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,347,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
REJ2L20347RR/C,Grouper,default,,REJ2L20347RR /C,REJ2L20347RR,NA,simple,3, Searchable ,,,,,,1,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads one end,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,347,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
REJ2L20347RR/D,Grouper,default,,REJ2L20347RR /D,REJ2L20347RR,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,347,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
REJ2L20347RR/E,Grouper,default,,REJ2L20347RR /E,REJ2L20347RR,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,347,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
RER232120/A,Grouper,default,,RER232120 /A,RER232120,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RER2LT8100/A,Grouper,default,,RER2LT8100 /A,RER2LT8100,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,100,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F32T8,,,,,,,,,,,,,,
